@relation train

@attribute u0 numeric
@attribute u1 numeric
@attribute u2 numeric
@attribute u3 numeric
@attribute u4 numeric
@attribute u6 numeric
@attribute u7 numeric
@attribute u8 numeric
@attribute u12 numeric
@attribute u14 numeric
@attribute u15 numeric
@attribute u16 numeric
@attribute u24 numeric
@attribute u28 numeric
@attribute u30 numeric
@attribute u31 numeric
@attribute u32 numeric
@attribute u48 numeric
@attribute u56 numeric
@attribute u60 numeric
@attribute u62 numeric
@attribute u63 numeric
@attribute u64 numeric
@attribute u96 numeric
@attribute u112 numeric
@attribute u120 numeric
@attribute u124 numeric
@attribute u126 numeric
@attribute u127 numeric
@attribute u128 numeric
@attribute u129 numeric
@attribute u131 numeric
@attribute u135 numeric
@attribute u143 numeric
@attribute u159 numeric
@attribute u191 numeric
@attribute u192 numeric
@attribute u193 numeric
@attribute u195 numeric
@attribute u199 numeric
@attribute u207 numeric
@attribute u223 numeric
@attribute u224 numeric
@attribute u225 numeric
@attribute u227 numeric
@attribute u231 numeric
@attribute u239 numeric
@attribute u240 numeric
@attribute u241 numeric
@attribute u243 numeric
@attribute u247 numeric
@attribute u248 numeric
@attribute u249 numeric
@attribute u251 numeric
@attribute u252 numeric
@attribute u253 numeric
@attribute u254 numeric
@attribute u255 numeric
@attribute unull numeric
@attribute emotion {ANGRY,DISTINGUISH,FEAR,HAPPY,NEUTRAL,SAD,SUPRISED}

@data
0,0,0,1,2,5,3,3,3,2,3,1,1,0,2,2,0,3,1,0,1,1,3,2,2,5,3,6,7,10,5,8,5,16,15,13,5,5,10,3,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,3,8,8,14,14,15,21,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,23,30,33,37,37,42,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,ANGRY
2,3,19,21,21,11,6,2,0,4,1,4,1,5,6,4,5,3,2,7,5,6,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,ANGRY
0,1,4,4,6,7,1,0,0,0,1,0,1,0,1,0,3,1,3,4,3,9,7,16,8,6,6,2,7,8,7,7,4,8,3,0,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,ANGRY
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,2,0,0,2,7,7,3,3,8,3,5,3,7,4,5,15,10,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,2,5,3,7,7,6,9,4,3,9,5,6,16,7,12,6,4,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,899,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,13,4,10,11,19,26,12,8,1,9,5,5,8,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,872,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,10,8,15,15,25,36,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,19,30,19,28,44,44,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979,ANGRY
16,65,89,70,69,35,14,8,1,1,2,1,1,3,4,1,1,2,4,3,6,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,ANGRY
11,35,56,66,36,20,7,2,5,1,2,3,6,6,8,5,8,16,22,12,15,17,13,2,0,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,ANGRY
0,0,0,0,0,1,1,0,4,4,3,2,4,4,4,6,5,19,19,18,22,14,23,7,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,ANGRY
0,0,0,0,0,0,1,0,4,2,2,4,2,7,7,9,7,7,15,14,11,14,14,7,6,0,4,1,3,3,2,1,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,0,0,2,1,11,37,36,29,10,17,13,21,19,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,47,33,32,37,27,41,29,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,17,23,38,31,31,33,40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,13,16,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,22,23,15,11,10,9,2,5,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,ANGRY
0,0,0,0,1,1,5,3,3,1,2,1,2,4,1,1,0,2,3,6,3,8,3,4,3,2,5,12,7,11,14,12,7,11,3,11,6,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,ANGRY
2,3,0,1,10,33,35,53,12,3,2,0,2,5,6,8,3,9,12,8,10,10,16,0,0,1,2,2,3,1,4,1,1,1,1,8,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,ANGRY
4,1,0,0,0,2,9,13,1,0,3,0,1,2,1,1,1,3,5,3,2,4,5,4,2,0,1,2,2,3,2,3,1,5,5,24,20,24,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,3,4,8,12,23,18,14,4,5,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,23,16,13,8,14,12,5,13,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,27,21,32,28,30,30,51,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,41,31,20,26,23,15,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,16,15,19,36,31,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,ANGRY
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,ANGRY
5,16,17,30,19,13,6,5,0,0,0,2,3,0,1,0,1,0,0,0,0,1,0,1,2,1,0,2,1,1,1,5,6,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,ANGRY
1,1,4,11,6,10,1,2,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,2,7,2,9,3,4,6,9,15,21,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,26,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,15,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,44,49,60,70,56,41,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,28,33,33,24,24,27,19,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,ANGRY
2,17,24,15,9,8,4,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,17,18,11,14,15,10,9,19,14,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,ANGRY
67,207,251,133,94,17,6,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,ANGRY
77,210,246,179,106,24,16,11,1,3,2,0,2,1,1,2,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,ANGRY
70,171,169,102,102,26,23,22,9,11,6,7,6,4,4,2,3,2,2,8,1,4,3,1,1,1,0,3,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,ANGRY
17,75,124,78,45,16,12,12,12,4,3,4,0,0,1,2,1,2,0,1,2,4,1,8,7,7,3,5,6,5,3,4,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,14,16,19,21,23,35,17,25,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,19,18,21,33,26,40,64,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,18,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,ANGRY
27,96,178,110,64,21,8,7,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,18,15,9,5,9,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,ANGRY
27,99,180,152,111,50,26,22,15,7,3,4,5,7,3,4,2,2,1,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,ANGRY
1,1,0,1,4,3,5,4,1,4,1,2,4,3,2,2,3,4,3,2,3,8,4,9,8,10,6,9,9,10,8,10,6,7,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,ANGRY
0,0,0,0,0,0,1,0,0,0,2,1,1,2,1,0,0,2,2,2,2,4,1,2,3,7,6,4,8,4,6,6,6,20,9,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,ANGRY
16,39,71,92,124,56,47,32,7,4,3,4,1,3,1,1,2,3,0,1,3,2,0,2,1,4,3,4,6,5,6,2,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,ANGRY
0,1,7,4,8,12,7,11,3,5,3,3,1,1,3,0,0,4,0,3,2,1,0,5,12,37,39,31,34,33,21,25,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,36,35,36,44,36,28,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,30,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,ANGRY
23,135,215,140,83,26,8,1,0,0,1,1,0,1,0,0,0,1,4,0,2,1,1,2,15,5,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,ANGRY
5,36,58,42,54,28,7,5,3,3,2,7,3,3,6,2,6,5,5,11,7,12,11,4,5,1,2,1,5,4,4,2,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,ANGRY
1,0,1,0,2,2,4,6,6,1,5,2,2,4,2,1,2,2,2,1,1,1,2,4,5,7,5,5,6,5,4,6,8,12,13,6,6,11,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,ANGRY
3,1,2,11,5,2,2,5,3,4,2,3,2,2,1,0,1,1,1,3,0,3,2,3,8,3,3,13,8,8,14,6,8,7,4,19,18,17,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,ANGRY
8,12,31,41,48,25,16,14,4,3,5,4,2,3,3,3,5,5,2,0,0,0,4,3,8,6,7,5,11,11,7,9,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,ANGRY
1,7,11,13,16,18,18,12,10,8,4,4,4,1,2,3,4,1,2,3,2,1,1,1,8,18,17,18,19,23,19,23,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,36,27,29,34,35,48,42,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,ANGRY
8,29,77,90,70,43,29,24,4,5,4,6,4,5,7,2,0,4,1,1,0,1,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,ANGRY
0,3,1,2,3,4,4,2,0,4,0,1,1,2,0,0,1,4,4,6,8,4,6,7,15,13,4,4,7,6,6,8,3,5,4,1,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,ANGRY
5,4,3,6,10,8,2,1,2,1,0,0,1,0,1,2,0,0,2,0,0,1,1,3,9,9,9,13,15,8,12,15,7,10,13,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,ANGRY
0,0,1,1,1,1,6,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,4,12,7,8,8,8,9,12,10,15,10,7,7,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,ANGRY
0,0,0,3,5,4,6,7,1,2,1,3,1,1,2,1,2,3,3,1,1,2,3,2,0,4,3,7,6,5,2,7,8,11,10,12,8,5,6,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,ANGRY
0,0,0,0,0,3,2,2,3,0,0,3,1,1,1,1,1,0,0,0,0,2,0,2,4,16,17,21,25,22,26,35,38,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,49,43,29,35,42,45,41,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,ANGRY
0,0,1,2,2,5,4,8,6,5,8,4,7,2,1,2,8,5,3,7,13,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,ANGRY
0,0,0,3,1,1,1,0,2,0,0,0,3,2,4,2,4,5,5,9,6,12,14,9,7,1,2,6,6,6,9,8,6,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,ANGRY
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,2,2,6,2,4,6,2,2,2,6,11,8,7,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,ANGRY
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,1,2,2,2,6,13,15,9,8,10,12,10,6,6,12,10,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,16,18,9,16,14,8,13,9,8,5,5,8,6,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,17,25,30,28,32,38,50,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,30,33,38,30,23,34,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,ANGRY
12,64,115,65,67,29,15,2,1,1,1,3,0,1,1,0,3,1,5,5,10,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,ANGRY
26,45,84,92,69,36,5,5,1,3,1,3,5,9,5,4,8,8,12,8,9,5,12,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,ANGRY
0,0,0,0,0,0,0,3,2,6,2,4,4,3,2,5,6,14,21,21,20,15,11,8,1,3,3,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,ANGRY
0,0,0,0,0,2,1,3,5,4,6,4,4,10,7,7,15,8,5,6,18,12,7,7,4,9,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,ANGRY
0,0,0,0,2,2,1,1,0,1,1,3,1,2,0,2,1,2,1,4,0,4,0,19,38,10,5,3,7,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,40,27,38,37,32,24,40,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,31,22,30,34,36,38,44,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,16,13,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957,ANGRY
2,9,17,12,8,5,2,1,1,5,2,1,0,2,5,0,0,11,14,10,5,8,5,26,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,ANGRY
0,1,2,2,0,4,6,2,5,3,5,6,2,2,4,4,6,13,11,9,3,6,7,6,8,14,5,7,8,8,4,5,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,ANGRY
0,1,0,4,6,11,23,31,4,0,2,0,3,1,4,4,4,14,10,21,21,16,14,5,2,4,0,5,3,4,5,0,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,ANGRY
1,1,0,0,0,7,15,12,1,0,0,1,1,3,4,3,3,3,5,6,5,7,7,12,2,5,5,4,8,2,6,1,6,3,4,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,7,13,10,18,12,15,15,13,18,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,21,12,10,16,15,16,10,19,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,56,42,49,39,29,26,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,ANGRY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,40,44,24,35,27,40,21,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,DISTINGUISH
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,25,48,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,DISTINGUISH
0,0,0,2,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,DISTINGUISH
4,16,43,36,36,13,12,2,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,3,2,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,DISTINGUISH
4,13,22,31,25,7,5,7,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,7,8,5,3,4,8,8,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,DISTINGUISH
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,23,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957,DISTINGUISH
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,62,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,DISTINGUISH
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,23,26,41,47,53,77,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,DISTINGUISH
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45,58,63,51,60,46,31,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,DISTINGUISH
4,12,18,16,7,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,37,23,33,22,26,24,28,11,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,DISTINGUISH
61,191,255,167,89,17,6,6,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,2,3,2,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,DISTINGUISH
73,218,305,186,90,20,17,4,4,2,1,4,1,2,1,2,1,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,DISTINGUISH
87,172,215,153,79,23,13,14,7,9,5,5,4,3,6,6,4,4,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,DISTINGUISH
41,113,161,95,38,16,10,4,3,5,3,3,0,3,3,1,5,4,4,5,1,5,5,3,1,4,1,3,4,3,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,DISTINGUISH
0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,4,10,20,20,22,22,28,18,24,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,DISTINGUISH
